V	DZ1	C1	Fn1	DZ2	C2	Fn2
-1.10959	-1.5697	-3.68993E-11	1.26779E-10	-1.0697	-1.36485E-11	4.77767E-11
-1.10942	-1.5704	-3.68874E-11	1.2689E-10	-1.0704	-1.36504E-11	4.78167E-11
-1.10925	-1.5704	-3.69125E-11	1.27164E-10	-1.0704	-1.36523E-11	4.78571E-11
-1.10909	-1.5711	-3.69005E-11	1.27274E-10	-1.0711	-1.36542E-11	4.78974E-11
-1.10892	-1.5711	-3.69257E-11	1.27549E-10	-1.0711	-1.3656E-11	4.79379E-11
-1.10875	-1.5718	-3.69136E-11	1.27659E-10	-1.0718	-1.36579E-11	4.79783E-11
-1.10859	-1.5718	-3.6939E-11	1.27937E-10	-1.0718	-1.36597E-11	4.80191E-11
-1.10842	-1.5725	-3.69267E-11	1.28046E-10	-1.0725	-1.36615E-11	4.80596E-11
-1.10825	-1.5725	-3.69522E-11	1.28326E-10	-1.0725	-1.36634E-11	4.81006E-11
-1.10809	-1.5732	-3.69398E-11	1.28437E-10	-1.0732	-1.36652E-11	4.81413E-11
-1.10792	-1.5732	-3.69654E-11	1.28719E-10	-1.0732	-1.3667E-11	4.81824E-11
-1.10775	-1.5739	-3.69529E-11	1.28832E-10	-1.0739	-1.36687E-11	4.82233E-11
-1.10759	-1.5739	-3.69786E-11	1.29115E-10	-1.0739	-1.36705E-11	4.82645E-11
-1.10742	-1.5746	-3.69659E-11	1.2923E-10	-1.0746	-1.36723E-11	4.83056E-11
-1.10725	-1.5746	-3.69917E-11	1.29515E-10	-1.0746	-1.3674E-11	4.83471E-11
-1.10709	-1.5753	-3.69788E-11	1.29632E-10	-1.0753	-1.36758E-11	4.83883E-11
-1.10692	-1.5753	-3.70048E-11	1.29919E-10	-1.0753	-1.36775E-11	4.843E-11
-1.10675	-1.576	-3.69917E-11	1.30038E-10	-1.076	-1.36792E-11	4.84714E-11
-1.10659	-1.576	-3.70177E-11	1.30325E-10	-1.076	-1.36809E-11	4.85132E-11
-1.10642	-1.5767	-3.70044E-11	1.30447E-10	-1.0767	-1.36826E-11	4.85548E-11
-1.10625	-1.5767	-3.70305E-11	1.30735E-10	-1.0767	-1.36843E-11	4.85968E-11
-1.10609	-1.5774	-3.7017E-11	1.30859E-10	-1.0774	-1.36859E-11	4.86387E-11
-1.10592	-1.5774	-3.70431E-11	1.31149E-10	-1.0774	-1.36876E-11	4.86808E-11
-1.10575	-1.57809	-3.70294E-11	1.31274E-10	-1.0781	-1.36892E-11	4.87229E-11
-1.10559	-1.57809	-3.70556E-11	1.31564E-10	-1.0781	-1.36909E-11	4.87652E-11
-1.10542	-1.5788	-3.70417E-11	1.31692E-10	-1.0788	-1.36925E-11	4.88075E-11
-1.10525	-1.5788	-3.7068E-11	1.31982E-10	-1.0788	-1.36941E-11	4.885E-11
-1.10509	-1.57949	-3.70538E-11	1.32111E-10	-1.0795	-1.36957E-11	4.88925E-11
-1.10492	-1.57949	-3.70801E-11	1.32402E-10	-1.0795	-1.36973E-11	4.89352E-11
-1.10475	-1.5802	-3.70656E-11	1.32532E-10	-1.0802	-1.36989E-11	4.89779E-11
-1.10459	-1.5802	-3.7092E-11	1.32823E-10	-1.0802	-1.37005E-11	4.90209E-11
-1.10442	-1.58089	-3.70773E-11	1.32955E-10	-1.0809	-1.3702E-11	4.90637E-11
-1.10425	-1.58089	-3.71036E-11	1.33245E-10	-1.0809	-1.37036E-11	4.91069E-11
-1.10409	-1.5816	-3.70887E-11	1.33378E-10	-1.0816	-1.37051E-11	4.91499E-11
-1.10392	-1.5816	-3.7115E-11	1.33667E-10	-1.0816	-1.37067E-11	4.91934E-11
-1.10375	-1.58229	-3.70998E-11	1.33801E-10	-1.0823	-1.37082E-11	4.92366E-11
-1.10359	-1.58229	-3.71262E-11	1.34089E-10	-1.0823	-1.37097E-11	4.92803E-11
-1.10342	-1.583	-3.71107E-11	1.34225E-10	-1.083	-1.37112E-11	4.93238E-11
-1.10325	-1.583	-3.71371E-11	1.34513E-10	-1.083	-1.37127E-11	4.93676E-11
-1.10309	-1.58369	-3.71214E-11	1.34649E-10	-1.0837	-1.37142E-11	4.94114E-11
-1.10292	-1.58369	-3.71477E-11	1.34936E-10	-1.0837	-1.37157E-11	4.94555E-11
-1.10275	-1.5844	-3.71317E-11	1.35073E-10	-1.0844	-1.37172E-11	4.94995E-11
-1.10259	-1.5844	-3.7158E-11	1.35359E-10	-1.0844	-1.37187E-11	4.95438E-11
-1.10242	-1.58509	-3.71417E-11	1.35497E-10	-1.0851	-1.37201E-11	4.9588E-11
-1.10225	-1.58509	-3.7168E-11	1.35782E-10	-1.0851	-1.37216E-11	4.96326E-11
-1.10209	-1.5858	-3.71515E-11	1.3592E-10	-1.0858	-1.3723E-11	4.96771E-11
-1.10192	-1.5858	-3.71777E-11	1.36206E-10	-1.0858	-1.37245E-11	4.97219E-11
-1.10175	-1.58649	-3.71609E-11	1.36344E-10	-1.0865	-1.37259E-11	4.97666E-11
-1.10159	-1.58649	-3.7187E-11	1.36629E-10	-1.0865	-1.37273E-11	4.98116E-11
-1.10142	-1.5872	-3.717E-11	1.36768E-10	-1.0872	-1.37287E-11	4.98566E-11
-1.10125	-1.5872	-3.71961E-11	1.37052E-10	-1.0872	-1.37302E-11	4.99019E-11
-1.10109	-1.58789	-3.71789E-11	1.37191E-10	-1.0879	-1.37315E-11	4.9947E-11
-1.10092	-1.58789	-3.72049E-11	1.37473E-10	-1.0879	-1.3733E-11	4.99925E-11
-1.10075	-1.5886	-3.71874E-11	1.37614E-10	-1.0886	-1.37343E-11	5.00379E-11
-1.10059	-1.5886	-3.72133E-11	1.37895E-10	-1.0886	-1.37358E-11	5.00837E-11
-1.10042	-1.58931	-3.71956E-11	1.38035E-10	-1.0893	-1.37371E-11	5.01293E-11
-1.10025	-1.58931	-3.72214E-11	1.38316E-10	-1.0893	-1.37385E-11	5.01752E-11
-1.10009	-1.59	-3.72035E-11	1.38456E-10	-1.09	-1.37399E-11	5.02211E-11
-1.09992	-1.59	-3.72292E-11	1.38735E-10	-1.09	-1.37413E-11	5.02673E-11
-1.09975	-1.59071	-3.72111E-11	1.38876E-10	-1.0907	-1.37426E-11	5.03133E-11
-1.09959	-1.59071	-3.72368E-11	1.39155E-10	-1.0907	-1.3744E-11	5.03597E-11
-1.09942	-1.5914	-3.72183E-11	1.39297E-10	-1.0914	-1.37454E-11	5.0406E-11
-1.09925	-1.5914	-3.7244E-11	1.39574E-10	-1.0914	-1.37468E-11	5.04526E-11
-1.09909	-1.59211	-3.72253E-11	1.39717E-10	-1.0921	-1.37481E-11	5.04991E-11
-1.09892	-1.59211	-3.72509E-11	1.39994E-10	-1.0921	-1.37495E-11	5.05459E-11
-1.09875	-1.5928	-3.72321E-11	1.40138E-10	-1.0928	-1.37508E-11	5.05926E-11
-1.09859	-1.5928	-3.72575E-11	1.40414E-10	-1.0928	-1.37522E-11	5.06396E-11
-1.09842	-1.59351	-3.72385E-11	1.40557E-10	-1.0935	-1.37535E-11	5.06865E-11
-1.09825	-1.59351	-3.72639E-11	1.40832E-10	-1.0935	-1.37549E-11	5.07337E-11
-1.09809	-1.5942	-3.72447E-11	1.40976E-10	-1.0942	-1.37562E-11	5.07808E-11
-1.09792	-1.5942	-3.727E-11	1.4125E-10	-1.0942	-1.37576E-11	5.08282E-11
-1.09775	-1.59491	-3.72506E-11	1.41393E-10	-1.0949	-1.37589E-11	5.08755E-11
-1.09759	-1.59491	-3.72758E-11	1.41668E-10	-1.0949	-1.37603E-11	5.09231E-11
-1.09742	-1.5956	-3.72563E-11	1.41811E-10	-1.0956	-1.37616E-11	5.09706E-11
-1.09725	-1.5956	-3.72814E-11	1.42086E-10	-1.0956	-1.37629E-11	5.10185E-11
-1.09709	-1.59631	-3.72618E-11	1.42228E-10	-1.0963	-1.37643E-11	5.10662E-11
-1.09692	-1.59631	-3.72868E-11	1.42503E-10	-1.0963	-1.37656E-11	5.11142E-11
-1.09675	-1.597	-3.7267E-11	1.42644E-10	-1.097	-1.37669E-11	5.11621E-11
-1.09659	-1.597	-3.7292E-11	1.42919E-10	-1.097	-1.37683E-11	5.12104E-11
-1.09642	-1.59771	-3.72721E-11	1.4306E-10	-1.0977	-1.37696E-11	5.12585E-11
-1.09625	-1.59771	-3.72969E-11	1.43334E-10	-1.0977	-1.3771E-11	5.1307E-11
-1.09609	-1.5984	-3.72769E-11	1.43474E-10	-1.0984	-1.37723E-11	5.13553E-11
-1.09592	-1.5984	-3.73017E-11	1.43748E-10	-1.0984	-1.37736E-11	5.1404E-11
-1.09575	-1.5991	-3.72816E-11	1.43888E-10	-1.0991	-1.37749E-11	5.14525E-11
-1.09559	-1.5991	-3.73063E-11	1.44164E-10	-1.0991	-1.37763E-11	5.15014E-11
-1.09542	-1.5998	-3.72862E-11	1.44303E-10	-1.0998	-1.37776E-11	5.15502E-11
-1.09525	-1.5998	-3.73108E-11	1.4458E-10	-1.0998	-1.3779E-11	5.15993E-11
-1.09509	-1.6005	-3.72906E-11	1.44718E-10	-1.1005	-1.37803E-11	5.16483E-11
-1.09492	-1.6005	-3.73151E-11	1.44996E-10	-1.1005	-1.37816E-11	5.16976E-11
-1.09475	-1.6012	-3.72948E-11	1.45133E-10	-1.1012	-1.3783E-11	5.17468E-11
-1.09459	-1.6012	-3.73193E-11	1.45413E-10	-1.1012	-1.37843E-11	5.17963E-11
-1.09442	-1.6019	-3.7299E-11	1.45548E-10	-1.1019	-1.37856E-11	5.18457E-11
-1.09425	-1.6019	-3.73234E-11	1.45828E-10	-1.1019	-1.3787E-11	5.18954E-11
-1.09409	-1.6026	-3.73031E-11	1.45962E-10	-1.1026	-1.37883E-11	5.19449E-11
-1.09392	-1.6026	-3.73274E-11	1.46243E-10	-1.1026	-1.37897E-11	5.19948E-11
-1.09375	-1.6033	-3.7307E-11	1.46375E-10	-1.1033	-1.3791E-11	5.20445E-11
-1.09359	-1.6033	-3.73313E-11	1.46655E-10	-1.1033	-1.37924E-11	5.20946E-11
-1.09342	-1.604	-3.73109E-11	1.46786E-10	-1.104	-1.37937E-11	5.21445E-11
-1.09325	-1.604	-3.73352E-11	1.47067E-10	-1.104	-1.37951E-11	5.21947E-11
-1.09309	-1.6047	-3.73148E-11	1.47194E-10	-1.1047	-1.37964E-11	5.22448E-11
-1.09292	-1.6047	-3.73389E-11	1.47475E-10	-1.1047	-1.37978E-11	5.22952E-11
-1.09275	-1.6054	-3.73186E-11	1.47601E-10	-1.1054	-1.37991E-11	5.23454E-11
-1.09259	-1.6054	-3.73427E-11	1.47882E-10	-1.1054	-1.38005E-11	5.23959E-11
-1.09242	-1.6061	-3.73224E-11	1.48004E-10	-1.1061	-1.38018E-11	5.24463E-11
-1.09225	-1.6061	-3.73464E-11	1.48285E-10	-1.1061	-1.38032E-11	5.24969E-11
-1.09209	-1.6068	-3.73261E-11	1.48405E-10	-1.1068	-1.38045E-11	5.25474E-11
-1.09192	-1.6068	-3.73501E-11	1.48686E-10	-1.1068	-1.38059E-11	5.25983E-11
-1.09175	-1.6075	-3.73298E-11	1.48804E-10	-1.1075	-1.38073E-11	5.26489E-11
-1.09159	-1.6075	-3.73537E-11	1.49084E-10	-1.1075	-1.38087E-11	5.26999E-11
-1.09142	-1.6082	-3.73335E-11	1.49199E-10	-1.1082	-1.381E-11	5.27507E-11
-1.09125	-1.6082	-3.73574E-11	1.49479E-10	-1.1082	-1.38114E-11	5.28018E-11
-1.09109	-1.6089	-3.73372E-11	1.4959E-10	-1.1089	-1.38128E-11	5.28527E-11
-1.09092	-1.6089	-3.7361E-11	1.4987E-10	-1.1089	-1.38142E-11	5.2904E-11
-1.09075	-1.6096	-3.73409E-11	1.49979E-10	-1.1096	-1.38155E-11	5.29551E-11
-1.09059	-1.6096	-3.73647E-11	1.50259E-10	-1.1096	-1.38169E-11	5.30065E-11
-1.09042	-1.6103	-3.73446E-11	1.50363E-10	-1.1103	-1.38183E-11	5.30578E-11
-1.09025	-1.6103	-3.73683E-11	1.50644E-10	-1.1103	-1.38197E-11	5.31094E-11
-1.09009	-1.611	-3.73483E-11	1.50745E-10	-1.111	-1.3821E-11	5.31608E-11
-1.08992	-1.611	-3.7372E-11	1.51026E-10	-1.111	-1.38225E-11	5.32125E-11
-1.08975	-1.6117	-3.7352E-11	1.51123E-10	-1.1117	-1.38238E-11	5.32641E-11
-1.08959	-1.6117	-3.73756E-11	1.51403E-10	-1.1117	-1.38252E-11	5.3316E-11
-1.08942	-1.61239	-3.73557E-11	1.51497E-10	-1.1124	-1.38266E-11	5.33678E-11
-1.08925	-1.61239	-3.73793E-11	1.51776E-10	-1.1124	-1.3828E-11	5.34199E-11
-1.08909	-1.6131	-3.73594E-11	1.51866E-10	-1.1131	-1.38294E-11	5.34718E-11
-1.08892	-1.6131	-3.73829E-11	1.52145E-10	-1.1131	-1.38308E-11	5.35241E-11
-1.08875	-1.61379	-3.73632E-11	1.52231E-10	-1.1138	-1.38322E-11	5.35763E-11
-1.08859	-1.61379	-3.73866E-11	1.52509E-10	-1.1138	-1.38336E-11	5.36287E-11
-1.08842	-1.6145	-3.73669E-11	1.52593E-10	-1.1145	-1.3835E-11	5.3681E-11
-1.08825	-1.6145	-3.73902E-11	1.52871E-10	-1.1145	-1.38365E-11	5.37337E-11
-1.08809	-1.61519	-3.73706E-11	1.52953E-10	-1.1152	-1.38379E-11	5.37862E-11
-1.08792	-1.61519	-3.73938E-11	1.53229E-10	-1.1152	-1.38393E-11	5.38391E-11
-1.08775	-1.6159	-3.73743E-11	1.5331E-10	-1.1159	-1.38407E-11	5.38918E-11
-1.08759	-1.6159	-3.73974E-11	1.53584E-10	-1.1159	-1.38421E-11	5.39449E-11
-1.08742	-1.61659	-3.73779E-11	1.53663E-10	-1.1166	-1.38435E-11	5.39978E-11
-1.08725	-1.61659	-3.7401E-11	1.53933E-10	-1.1166	-1.3845E-11	5.40511E-11
-1.08709	-1.6173	-3.73815E-11	1.54012E-10	-1.1173	-1.38464E-11	5.41042E-11
-1.08692	-1.6173	-3.74045E-11	1.5428E-10	-1.1173	-1.38478E-11	5.41577E-11
-1.08675	-1.61799	-3.73851E-11	1.54358E-10	-1.118	-1.38493E-11	5.4211E-11
-1.08659	-1.61799	-3.7408E-11	1.54623E-10	-1.118	-1.38507E-11	5.42647E-11
-1.08642	-1.6187	-3.73886E-11	1.547E-10	-1.1187	-1.38521E-11	5.43182E-11
-1.08625	-1.6187	-3.74115E-11	1.54963E-10	-1.1187	-1.38536E-11	5.43722E-11
-1.08609	-1.61939	-3.73921E-11	1.55041E-10	-1.1194	-1.3855E-11	5.44259E-11
-1.08592	-1.61939	-3.74148E-11	1.55301E-10	-1.1194	-1.38565E-11	5.44801E-11
-1.08575	-1.6201	-3.73955E-11	1.55378E-10	-1.1201	-1.38579E-11	5.4534E-11
-1.08559	-1.6201	-3.74181E-11	1.55636E-10	-1.1201	-1.38594E-11	5.45884E-11
-1.08542	-1.62079	-3.73988E-11	1.55711E-10	-1.1208	-1.38608E-11	5.46425E-11
-1.08525	-1.62079	-3.74213E-11	1.55967E-10	-1.1208	-1.38623E-11	5.46971E-11
-1.08509	-1.6215	-3.7402E-11	1.56039E-10	-1.1215	-1.38637E-11	5.47515E-11
-1.08492	-1.6215	-3.74244E-11	1.56293E-10	-1.1215	-1.38652E-11	5.48063E-11
-1.08475	-1.62221	-3.74051E-11	1.56362E-10	-1.1222	-1.38666E-11	5.48608E-11
-1.08459	-1.62221	-3.74274E-11	1.56615E-10	-1.1222	-1.38681E-11	5.49158E-11
-1.08442	-1.6229	-3.74081E-11	1.56682E-10	-1.1229	-1.38696E-11	5.49706E-11
-1.08425	-1.6229	-3.74303E-11	1.56935E-10	-1.1229	-1.38711E-11	5.50258E-11
-1.08409	-1.62361	-3.7411E-11	1.56999E-10	-1.1236	-1.38725E-11	5.50807E-11
-1.08392	-1.62361	-3.7433E-11	1.57253E-10	-1.1236	-1.3874E-11	5.51361E-11
-1.08375	-1.6243	-3.74137E-11	1.57314E-10	-1.1243	-1.38755E-11	5.51913E-11
-1.08359	-1.6243	-3.74356E-11	1.57569E-10	-1.1243	-1.3877E-11	5.52468E-11
-1.08342	-1.62501	-3.74162E-11	1.57627E-10	-1.125	-1.38784E-11	5.53021E-11
-1.08325	-1.62501	-3.7438E-11	1.57883E-10	-1.125	-1.38799E-11	5.53579E-11
-1.08309	-1.6257	-3.74186E-11	1.57939E-10	-1.1257	-1.38814E-11	5.54134E-11
-1.08292	-1.6257	-3.74403E-11	1.58195E-10	-1.1257	-1.38829E-11	5.54693E-11
-1.08275	-1.62641	-3.74208E-11	1.58248E-10	-1.1264	-1.38844E-11	5.55249E-11
-1.08259	-1.62641	-3.74423E-11	1.58502E-10	-1.1264	-1.38859E-11	5.5581E-11
-1.08242	-1.6271	-3.74228E-11	1.58554E-10	-1.1271	-1.38873E-11	5.56368E-11
-1.08225	-1.6271	-3.74442E-11	1.58805E-10	-1.1271	-1.38889E-11	5.56931E-11
-1.08209	-1.62781	-3.74246E-11	1.58855E-10	-1.1278	-1.38903E-11	5.5749E-11
-1.08192	-1.62781	-3.74459E-11	1.59104E-10	-1.1278	-1.38918E-11	5.58054E-11
-1.08175	-1.6285	-3.74262E-11	1.59153E-10	-1.1285	-1.38933E-11	5.58616E-11
-1.08159	-1.6285	-3.74474E-11	1.594E-10	-1.1285	-1.38948E-11	5.59181E-11
-1.08142	-1.62921	-3.74276E-11	1.59446E-10	-1.1292	-1.38963E-11	5.59744E-11
-1.08125	-1.62921	-3.74487E-11	1.59691E-10	-1.1292	-1.38978E-11	5.60311E-11
-1.08109	-1.6299	-3.74288E-11	1.59735E-10	-1.1299	-1.38993E-11	5.60875E-11
-1.08092	-1.6299	-3.74498E-11	1.5998E-10	-1.1299	-1.39009E-11	5.61444E-11
-1.08075	-1.63061	-3.74298E-11	1.60022E-10	-1.1306	-1.39023E-11	5.62009E-11
-1.08059	-1.63061	-3.74506E-11	1.60266E-10	-1.1306	-1.39039E-11	5.62579E-11
-1.08042	-1.6313	-3.74306E-11	1.60307E-10	-1.1313	-1.39053E-11	5.63147E-11
-1.08025	-1.6313	-3.74512E-11	1.60551E-10	-1.1313	-1.39069E-11	5.63718E-11
-1.08009	-1.63201	-3.74311E-11	1.6059E-10	-1.132	-1.39084E-11	5.64287E-11
-1.07992	-1.63201	-3.74516E-11	1.60833E-10	-1.132	-1.39099E-11	5.6486E-11
-1.07975	-1.6327	-3.74314E-11	1.60871E-10	-1.1327	-1.39114E-11	5.65431E-11
-1.07959	-1.6327	-3.74518E-11	1.61113E-10	-1.1327	-1.39129E-11	5.66005E-11
-1.07942	-1.6334	-3.74315E-11	1.61149E-10	-1.1334	-1.39144E-11	5.66577E-11
-1.07925	-1.6334	-3.74518E-11	1.61394E-10	-1.1334	-1.39159E-11	5.67153E-11
-1.07909	-1.6341	-3.74313E-11	1.61429E-10	-1.1341	-1.39174E-11	5.67726E-11
-1.07892	-1.6341	-3.74516E-11	1.61675E-10	-1.1341	-1.39189E-11	5.68303E-11
-1.07875	-1.6348	-3.7431E-11	1.61709E-10	-1.1348	-1.39204E-11	5.68878E-11
-1.07859	-1.6348	-3.74511E-11	1.61957E-10	-1.1348	-1.39219E-11	5.69456E-11
-1.07842	-1.6355	-3.74304E-11	1.6199E-10	-1.1355	-1.39234E-11	5.70032E-11
-1.07825	-1.6355	-3.74505E-11	1.6224E-10	-1.1355	-1.39249E-11	5.70612E-11
-1.07809	-1.6362	-3.74296E-11	1.62272E-10	-1.1362	-1.39264E-11	5.71189E-11
-1.07792	-1.6362	-3.74496E-11	1.62523E-10	-1.1362	-1.39279E-11	5.7177E-11
-1.07775	-1.6369	-3.74287E-11	1.62554E-10	-1.1369	-1.39294E-11	5.72348E-11
-1.07759	-1.6369	-3.74486E-11	1.62805E-10	-1.1369	-1.39309E-11	5.72929E-11
-1.07742	-1.6376	-3.74275E-11	1.62836E-10	-1.1376	-1.39324E-11	5.73508E-11
-1.07725	-1.6376	-3.74474E-11	1.63087E-10	-1.1376	-1.39339E-11	5.74091E-11
-1.07709	-1.6383	-3.74262E-11	1.63117E-10	-1.1383	-1.39354E-11	5.74671E-11
-1.07692	-1.6383	-3.74461E-11	1.63368E-10	-1.1383	-1.39369E-11	5.75254E-11
-1.07675	-1.639	-3.74247E-11	1.63396E-10	-1.139	-1.39383E-11	5.75835E-11
-1.07659	-1.639	-3.74445E-11	1.63648E-10	-1.139	-1.39398E-11	5.76419E-11
-1.07642	-1.6397	-3.74231E-11	1.63675E-10	-1.1397	-1.39413E-11	5.77E-11
-1.07625	-1.6397	-3.74429E-11	1.63926E-10	-1.1397	-1.39428E-11	5.77585E-11
-1.07609	-1.6404	-3.74213E-11	1.63952E-10	-1.1404	-1.39442E-11	5.78167E-11
-1.07592	-1.6404	-3.74411E-11	1.64201E-10	-1.1404	-1.39457E-11	5.78752E-11
-1.07575	-1.6411	-3.74195E-11	1.64226E-10	-1.1411	-1.39471E-11	5.79335E-11
-1.07559	-1.6411	-3.74393E-11	1.64475E-10	-1.1411	-1.39486E-11	5.7992E-11
-1.07542	-1.6418	-3.74175E-11	1.64498E-10	-1.1418	-1.395E-11	5.80503E-11
-1.07525	-1.6418	-3.74373E-11	1.64746E-10	-1.1418	-1.39515E-11	5.8109E-11
-1.07509	-1.6425	-3.74154E-11	1.64769E-10	-1.1425	-1.39528E-11	5.81673E-11
-1.07492	-1.6425	-3.74353E-11	1.65014E-10	-1.1425	-1.39543E-11	5.8226E-11
-1.07475	-1.6432	-3.74133E-11	1.65036E-10	-1.1432	-1.39557E-11	5.82844E-11
-1.07459	-1.6432	-3.74332E-11	1.6528E-10	-1.1432	-1.39571E-11	5.83432E-11
-1.07442	-1.6439	-3.74112E-11	1.65301E-10	-1.1439	-1.39585E-11	5.84016E-11
-1.07425	-1.6439	-3.74311E-11	1.65543E-10	-1.1439	-1.39599E-11	5.84604E-11
-1.07409	-1.6446	-3.7409E-11	1.65563E-10	-1.1446	-1.39613E-11	5.85189E-11
-1.07392	-1.6446	-3.7429E-11	1.65804E-10	-1.1446	-1.39627E-11	5.85778E-11
-1.07375	-1.6453	-3.74068E-11	1.65823E-10	-1.1453	-1.3964E-11	5.86363E-11
-1.07359	-1.6453	-3.74269E-11	1.66062E-10	-1.1453	-1.39654E-11	5.86953E-11
-1.07342	-1.646	-3.74046E-11	1.66079E-10	-1.146	-1.39667E-11	5.87539E-11
-1.07325	-1.646	-3.74248E-11	1.66318E-10	-1.146	-1.39681E-11	5.88129E-11
-1.07309	-1.6467	-3.74025E-11	1.66333E-10	-1.1467	-1.39693E-11	5.88716E-11
-1.07292	-1.6467	-3.74228E-11	1.66571E-10	-1.1467	-1.39707E-11	5.89306E-11
-1.07275	-1.6474	-3.74004E-11	1.66585E-10	-1.1474	-1.3972E-11	5.89894E-11
-1.07259	-1.6474	-3.74208E-11	1.66823E-10	-1.1474	-1.39733E-11	5.90485E-11
-1.07242	-1.64809	-3.73984E-11	1.66835E-10	-1.1481	-1.39745E-11	5.91074E-11
-1.07225	-1.64809	-3.74189E-11	1.67073E-10	-1.1481	-1.39758E-11	5.91666E-11
-1.07209	-1.6488	-3.73964E-11	1.67083E-10	-1.1488	-1.3977E-11	5.92255E-11
-1.07192	-1.6488	-3.74172E-11	1.6732E-10	-1.1488	-1.39783E-11	5.92848E-11
-1.07175	-1.64949	-3.73946E-11	1.6733E-10	-1.1495	-1.39795E-11	5.93438E-11
-1.07159	-1.64949	-3.74155E-11	1.67567E-10	-1.1495	-1.39808E-11	5.94031E-11
-1.07142	-1.6502	-3.73929E-11	1.67576E-10	-1.1502	-1.39819E-11	5.94622E-11
-1.07125	-1.6502	-3.7414E-11	1.67812E-10	-1.1502	-1.39832E-11	5.95216E-11
-1.07109	-1.65089	-3.73914E-11	1.67819E-10	-1.1509	-1.39843E-11	5.95808E-11
-1.07092	-1.65089	-3.74126E-11	1.68055E-10	-1.1509	-1.39855E-11	5.96403E-11
-1.07075	-1.6516	-3.739E-11	1.68061E-10	-1.1516	-1.39866E-11	5.96995E-11
-1.07059	-1.6516	-3.74114E-11	1.68296E-10	-1.1516	-1.39878E-11	5.97591E-11
-1.07042	-1.65229	-3.73888E-11	1.68301E-10	-1.1523	-1.39888E-11	5.98184E-11
-1.07025	-1.65229	-3.74103E-11	1.68536E-10	-1.1523	-1.399E-11	5.9878E-11
-1.07009	-1.653	-3.73877E-11	1.6854E-10	-1.153	-1.3991E-11	5.99374E-11
-1.06992	-1.653	-3.74095E-11	1.68774E-10	-1.153	-1.39921E-11	5.99972E-11
-1.06975	-1.65369	-3.73869E-11	1.68777E-10	-1.1537	-1.39931E-11	6.00566E-11
-1.06959	-1.65369	-3.74089E-11	1.69007E-10	-1.1537	-1.39942E-11	6.01165E-11
-1.06942	-1.6544	-3.73863E-11	1.6901E-10	-1.1544	-1.39952E-11	6.0176E-11
-1.06925	-1.6544	-3.74085E-11	1.69237E-10	-1.1544	-1.39962E-11	6.02359E-11
-1.06909	-1.65509	-3.73858E-11	1.69239E-10	-1.1551	-1.39971E-11	6.02955E-11
-1.06892	-1.65509	-3.74082E-11	1.69464E-10	-1.1551	-1.39981E-11	6.03555E-11
-1.06875	-1.6558	-3.73857E-11	1.69466E-10	-1.1558	-1.39991E-11	6.04152E-11
-1.06859	-1.6558	-3.74083E-11	1.69687E-10	-1.1558	-1.4E-11	6.04753E-11
-1.06842	-1.65649	-3.73857E-11	1.69689E-10	-1.1565	-1.40009E-11	6.05351E-11
-1.06825	-1.65649	-3.74085E-11	1.69906E-10	-1.1565	-1.40018E-11	6.05953E-11
-1.06809	-1.6572	-3.7386E-11	1.69908E-10	-1.1572	-1.40026E-11	6.06552E-11
-1.06792	-1.6572	-3.7409E-11	1.70123E-10	-1.1572	-1.40035E-11	6.07154E-11
-1.06775	-1.65791	-3.73865E-11	1.70124E-10	-1.1579	-1.40043E-11	6.07754E-11
-1.06759	-1.65791	-3.74097E-11	1.70336E-10	-1.1579	-1.40052E-11	6.08357E-11
-1.06742	-1.6586	-3.73872E-11	1.70337E-10	-1.1586	-1.40059E-11	6.08958E-11
-1.06725	-1.6586	-3.74107E-11	1.70545E-10	-1.1586	-1.40067E-11	6.09562E-11
-1.06709	-1.65931	-3.73882E-11	1.70546E-10	-1.1593	-1.40075E-11	6.10163E-11
-1.06692	-1.65931	-3.74118E-11	1.7075E-10	-1.1593	-1.40082E-11	6.10768E-11
-1.06675	-1.66	-3.73894E-11	1.70751E-10	-1.16	-1.40089E-11	6.1137E-11
-1.06659	-1.66	-3.74132E-11	1.70953E-10	-1.16	-1.40096E-11	6.11975E-11
-1.06642	-1.66071	-3.73908E-11	1.70953E-10	-1.1607	-1.40103E-11	6.12578E-11
-1.06625	-1.66071	-3.74149E-11	1.71153E-10	-1.1607	-1.4011E-11	6.13184E-11
-1.06609	-1.6614	-3.73924E-11	1.71153E-10	-1.1614	-1.40116E-11	6.13787E-11
-1.06592	-1.6614	-3.74167E-11	1.7135E-10	-1.1614	-1.40122E-11	6.14394E-11
-1.06575	-1.66211	-3.73943E-11	1.7135E-10	-1.1621	-1.40128E-11	6.14998E-11
-1.06559	-1.66211	-3.74187E-11	1.71546E-10	-1.1621	-1.40134E-11	6.15606E-11
-1.06542	-1.6628	-3.73964E-11	1.71546E-10	-1.1628	-1.40139E-11	6.16211E-11
-1.06525	-1.6628	-3.7421E-11	1.7174E-10	-1.1628	-1.40145E-11	6.16819E-11
-1.06509	-1.66351	-3.73986E-11	1.71741E-10	-1.1635	-1.4015E-11	6.17425E-11
-1.06492	-1.66351	-3.74234E-11	1.71934E-10	-1.1635	-1.40155E-11	6.18034E-11
