V	DZ1	C1	Fn1	DZ2	C2	Fn2
1.27507	-1.26875	3.60306E-11	1.81086E-10	-0.76875	1.34523E-11	6.78284E-11
1.27524	-1.26817	3.60923E-11	1.81422E-10	-0.76816	1.34548E-11	6.78877E-11
1.2754	-1.26816	3.6058E-11	1.81455E-10	-0.76817	1.34573E-11	6.79467E-11
1.27557	-1.26759	3.61199E-11	1.81791E-10	-0.76758	1.34599E-11	6.80059E-11
1.27574	-1.26758	3.60857E-11	1.81828E-10	-0.76759	1.34624E-11	6.80648E-11
1.2759	-1.267	3.61479E-11	1.82168E-10	-0.767	1.3465E-11	6.8124E-11
1.27607	-1.267	3.61137E-11	1.82209E-10	-0.767	1.34675E-11	6.81829E-11
1.27624	-1.26642	3.61761E-11	1.82553E-10	-0.76641	1.34701E-11	6.82419E-11
1.2764	-1.26641	3.61421E-11	1.82596E-10	-0.76642	1.34726E-11	6.83007E-11
1.27657	-1.26584	3.62048E-11	1.82943E-10	-0.76583	1.34753E-11	6.83598E-11
1.27674	-1.26583	3.61707E-11	1.82988E-10	-0.76584	1.34778E-11	6.84185E-11
1.2769	-1.26525	3.62337E-11	1.83339E-10	-0.76525	1.34805E-11	6.84775E-11
1.27707	-1.26525	3.61997E-11	1.83385E-10	-0.76525	1.34831E-11	6.85362E-11
1.27724	-1.26467	3.62631E-11	1.83739E-10	-0.76466	1.34858E-11	6.85951E-11
1.2774	-1.26466	3.62291E-11	1.83786E-10	-0.76467	1.34884E-11	6.86537E-11
1.27757	-1.26409	3.62928E-11	1.84144E-10	-0.76408	1.34911E-11	6.87125E-11
1.27774	-1.26408	3.62589E-11	1.84193E-10	-0.76409	1.34937E-11	6.87711E-11
1.2779	-1.2635	3.63229E-11	1.84554E-10	-0.7635	1.34964E-11	6.88299E-11
1.27807	-1.2635	3.6289E-11	1.84604E-10	-0.7635	1.34991E-11	6.88884E-11
1.27824	-1.26292	3.63533E-11	1.8497E-10	-0.76291	1.35018E-11	6.89471E-11
1.2784	-1.26291	3.63194E-11	1.85019E-10	-0.76292	1.35045E-11	6.90055E-11
1.27857	-1.26234	3.63841E-11	1.85389E-10	-0.76233	1.35073E-11	6.90642E-11
1.27874	-1.26233	3.63503E-11	1.85439E-10	-0.76234	1.351E-11	6.91226E-11
1.2789	-1.26175	3.64154E-11	1.85811E-10	-0.76175	1.35128E-11	6.91812E-11
1.27907	-1.26175	3.63815E-11	1.85861E-10	-0.76175	1.35156E-11	6.92396E-11
1.27924	-1.26117	3.6447E-11	1.86237E-10	-0.76116	1.35184E-11	6.92982E-11
1.2794	-1.26116	3.64131E-11	1.86287E-10	-0.76117	1.35211E-11	6.93564E-11
1.27957	-1.26059	3.64789E-11	1.86665E-10	-0.76058	1.3524E-11	6.9415E-11
1.27974	-1.26058	3.6445E-11	1.86715E-10	-0.76059	1.35268E-11	6.94732E-11
1.2799	-1.26	3.65113E-11	1.87096E-10	-0.76	1.35296E-11	6.95318E-11
1.28007	-1.26	3.64774E-11	1.87144E-10	-0.76	1.35325E-11	6.959E-11
1.28024	-1.25942	3.6544E-11	1.87528E-10	-0.75941	1.35353E-11	6.96484E-11
1.2804	-1.25941	3.65101E-11	1.87575E-10	-0.75942	1.35382E-11	6.97066E-11
1.28057	-1.25884	3.65771E-11	1.87961E-10	-0.75883	1.35411E-11	6.97651E-11
1.28074	-1.25883	3.65431E-11	1.88007E-10	-0.75884	1.3544E-11	6.98232E-11
1.2809	-1.25825	3.66106E-11	1.88394E-10	-0.75825	1.35469E-11	6.98816E-11
1.28107	-1.25825	3.65765E-11	1.88438E-10	-0.75825	1.35498E-11	6.99397E-11
1.28124	-1.25767	3.66444E-11	1.88826E-10	-0.75766	1.35528E-11	6.99981E-11
1.2814	-1.25766	3.66103E-11	1.8887E-10	-0.75767	1.35557E-11	7.00562E-11
1.28157	-1.25709	3.66786E-11	1.89258E-10	-0.75708	1.35587E-11	7.01146E-11
1.28174	-1.25708	3.66444E-11	1.89302E-10	-0.75709	1.35616E-11	7.01726E-11
1.2819	-1.2565	3.6713E-11	1.89691E-10	-0.7565	1.35646E-11	7.0231E-11
1.28207	-1.2565	3.66788E-11	1.89734E-10	-0.7565	1.35676E-11	7.0289E-11
1.28224	-1.25592	3.67478E-11	1.90122E-10	-0.75591	1.35707E-11	7.03473E-11
1.2824	-1.25591	3.67135E-11	1.90164E-10	-0.75592	1.35736E-11	7.04053E-11
1.28257	-1.25534	3.67829E-11	1.90552E-10	-0.75533	1.35767E-11	7.04636E-11
1.28274	-1.25533	3.67485E-11	1.90594E-10	-0.75534	1.35797E-11	7.05216E-11
1.2829	-1.25475	3.68183E-11	1.90981E-10	-0.75475	1.35828E-11	7.05798E-11
1.28307	-1.25475	3.67837E-11	1.91023E-10	-0.75475	1.35859E-11	7.06378E-11
1.28324	-1.25417	3.6854E-11	1.91411E-10	-0.75416	1.3589E-11	7.0696E-11
1.2834	-1.25416	3.68193E-11	1.91454E-10	-0.75417	1.35921E-11	7.07539E-11
1.28357	-1.25359	3.68899E-11	1.91841E-10	-0.75358	1.35952E-11	7.08122E-11
1.28374	-1.25358	3.68551E-11	1.91885E-10	-0.75359	1.35983E-11	7.08701E-11
1.2839	-1.253	3.69261E-11	1.92271E-10	-0.753	1.36015E-11	7.09283E-11
1.28407	-1.253	3.68911E-11	1.92316E-10	-0.753	1.36047E-11	7.09861E-11
1.28424	-1.25242	3.69624E-11	1.92702E-10	-0.75241	1.36079E-11	7.10443E-11
1.2844	-1.25241	3.69273E-11	1.92748E-10	-0.75242	1.3611E-11	7.11021E-11
1.28457	-1.25184	3.6999E-11	1.93133E-10	-0.75183	1.36143E-11	7.11602E-11
1.28474	-1.25183	3.69637E-11	1.93179E-10	-0.75184	1.36174E-11	7.1218E-11
1.2849	-1.25125	3.70358E-11	1.93564E-10	-0.75125	1.36207E-11	7.12761E-11
1.28507	-1.25125	3.70003E-11	1.93609E-10	-0.75125	1.36239E-11	7.13339E-11
1.28524	-1.25067	3.70727E-11	1.93993E-10	-0.75066	1.36272E-11	7.13919E-11
1.2854	-1.25066	3.7037E-11	1.94038E-10	-0.75067	1.36305E-11	7.14496E-11
1.28557	-1.25009	3.71097E-11	1.94422E-10	-0.75008	1.36338E-11	7.15076E-11
1.28574	-1.25008	3.70739E-11	1.94466E-10	-0.75009	1.36371E-11	7.15652E-11
1.2859	-1.2495	3.71469E-11	1.94851E-10	-0.7495	1.36404E-11	7.16232E-11
1.28607	-1.2495	3.71109E-11	1.94894E-10	-0.7495	1.36437E-11	7.16808E-11
1.28624	-1.24892	3.71842E-11	1.95278E-10	-0.74891	1.36471E-11	7.17386E-11
1.2864	-1.24891	3.7148E-11	1.95319E-10	-0.74892	1.36504E-11	7.17962E-11
1.28657	-1.24834	3.72215E-11	1.95704E-10	-0.74833	1.36538E-11	7.1854E-11
1.28674	-1.24833	3.71852E-11	1.95742E-10	-0.74834	1.36572E-11	7.19114E-11
1.2869	-1.24775	3.7259E-11	1.96126E-10	-0.74775	1.36606E-11	7.19692E-11
1.28707	-1.24775	3.72224E-11	1.96162E-10	-0.74775	1.3664E-11	7.20265E-11
1.28724	-1.24717	3.72964E-11	1.96546E-10	-0.74716	1.36675E-11	7.20842E-11
1.2874	-1.24716	3.72597E-11	1.96579E-10	-0.74717	1.36709E-11	7.21415E-11
1.28757	-1.24659	3.73339E-11	1.96963E-10	-0.74658	1.36744E-11	7.21991E-11
1.28774	-1.24658	3.7297E-11	1.96993E-10	-0.74659	1.36779E-11	7.22563E-11
1.2879	-1.246	3.73714E-11	1.97377E-10	-0.746	1.36814E-11	7.23138E-11
1.28807	-1.246	3.73342E-11	1.97403E-10	-0.746	1.36849E-11	7.23709E-11
1.28824	-1.24542	3.74088E-11	1.97787E-10	-0.74541	1.36885E-11	7.24283E-11
1.2884	-1.24541	3.73715E-11	1.9781E-10	-0.74542	1.3692E-11	7.24854E-11
1.28857	-1.24484	3.74463E-11	1.98193E-10	-0.74483	1.36956E-11	7.25427E-11
1.28874	-1.24483	3.74088E-11	1.98212E-10	-0.74484	1.36992E-11	7.25996E-11
1.2889	-1.24425	3.74837E-11	1.98596E-10	-0.74425	1.37028E-11	7.26569E-11
1.28907	-1.24425	3.7446E-11	1.98612E-10	-0.74425	1.37064E-11	7.27138E-11
1.28924	-1.24367	3.7521E-11	1.98996E-10	-0.74366	1.37101E-11	7.2771E-11
1.2894	-1.24366	3.74831E-11	1.99008E-10	-0.74367	1.37137E-11	7.28278E-11
1.28957	-1.24309	3.75582E-11	1.99393E-10	-0.74308	1.37174E-11	7.28849E-11
1.28974	-1.24308	3.75202E-11	1.99402E-10	-0.74309	1.37211E-11	7.29416E-11
1.2899	-1.2425	3.75954E-11	1.99787E-10	-0.7425	1.37249E-11	7.29986E-11
1.29007	-1.2425	3.75572E-11	1.99792E-10	-0.7425	1.37286E-11	7.30553E-11
1.29024	-1.24192	3.76324E-11	2.00178E-10	-0.74191	1.37323E-11	7.31122E-11
1.2904	-1.24191	3.7594E-11	2.00179E-10	-0.74192	1.37361E-11	7.31688E-11
1.29057	-1.24134	3.76693E-11	2.00564E-10	-0.74133	1.37399E-11	7.32256E-11
1.29074	-1.24133	3.76308E-11	2.00561E-10	-0.74134	1.37437E-11	7.32821E-11
1.2909	-1.24075	3.77061E-11	2.00946E-10	-0.74075	1.37475E-11	7.33389E-11
1.29107	-1.24075	3.76675E-11	2.0094E-10	-0.74075	1.37513E-11	7.33953E-11
1.29124	-1.24017	3.77427E-11	2.01323E-10	-0.74016	1.37552E-11	7.3452E-11
1.2914	-1.24016	3.7704E-11	2.01314E-10	-0.74017	1.37591E-11	7.35082E-11
1.29157	-1.23959	3.77792E-11	2.01697E-10	-0.73958	1.3763E-11	7.35649E-11
1.29174	-1.23958	3.77404E-11	2.01685E-10	-0.73959	1.37669E-11	7.36211E-11
1.2919	-1.239	3.78156E-11	2.02067E-10	-0.739	1.37709E-11	7.36776E-11
1.29207	-1.239	3.77766E-11	2.02052E-10	-0.739	1.37748E-11	7.37337E-11
1.29224	-1.23842	3.78517E-11	2.02433E-10	-0.73841	1.37788E-11	7.37902E-11
1.2924	-1.23841	3.78127E-11	2.02416E-10	-0.73842	1.37828E-11	7.38462E-11
1.29257	-1.23784	3.78877E-11	2.02797E-10	-0.73783	1.37868E-11	7.39025E-11
1.29274	-1.23783	3.78486E-11	2.02777E-10	-0.73784	1.37909E-11	7.39585E-11
1.2929	-1.23725	3.79236E-11	2.03157E-10	-0.73725	1.37949E-11	7.40148E-11
1.29307	-1.23725	3.78844E-11	2.03137E-10	-0.73725	1.3799E-11	7.40706E-11
1.29324	-1.23667	3.79592E-11	2.03516E-10	-0.73666	1.38031E-11	7.41268E-11
1.2934	-1.23666	3.792E-11	2.03495E-10	-0.73667	1.38072E-11	7.41826E-11
1.29357	-1.23609	3.79947E-11	2.03874E-10	-0.73608	1.38114E-11	7.42387E-11
1.29374	-1.23608	3.79555E-11	2.03851E-10	-0.73609	1.38155E-11	7.42944E-11
1.2939	-1.2355	3.803E-11	2.0423E-10	-0.7355	1.38198E-11	7.43504E-11
1.29407	-1.2355	3.79907E-11	2.04207E-10	-0.7355	1.38239E-11	7.4406E-11
1.29424	-1.23492	3.80651E-11	2.04586E-10	-0.73491	1.38282E-11	7.4462E-11
1.2944	-1.23491	3.80259E-11	2.04563E-10	-0.73492	1.38324E-11	7.45175E-11
1.29457	-1.23434	3.81E-11	2.04942E-10	-0.73433	1.38367E-11	7.45734E-11
1.29474	-1.23433	3.80608E-11	2.04918E-10	-0.73434	1.3841E-11	7.46289E-11
1.2949	-1.23375	3.81347E-11	2.05297E-10	-0.73375	1.38453E-11	7.46847E-11
1.29507	-1.23375	3.80956E-11	2.05272E-10	-0.73375	1.38497E-11	7.47401E-11
1.29524	-1.23317	3.81693E-11	2.05649E-10	-0.73316	1.38541E-11	7.47959E-11
1.2954	-1.23316	3.81303E-11	2.05624E-10	-0.73317	1.38584E-11	7.48513E-11
1.29557	-1.23259	3.82037E-11	2.05999E-10	-0.73258	1.38628E-11	7.4907E-11
1.29574	-1.23258	3.81647E-11	2.05973E-10	-0.73259	1.38672E-11	7.49622E-11
1.2959	-1.232	3.82379E-11	2.06346E-10	-0.732	1.38717E-11	7.50179E-11
1.29607	-1.232	3.81991E-11	2.0632E-10	-0.732	1.38762E-11	7.50731E-11
1.29624	-1.23142	3.82719E-11	2.06691E-10	-0.73141	1.38807E-11	7.51287E-11
1.2964	-1.23141	3.82332E-11	2.06664E-10	-0.73142	1.38852E-11	7.51839E-11
1.29657	-1.23084	3.83058E-11	2.07033E-10	-0.73083	1.38897E-11	7.52394E-11
1.29674	-1.23083	3.82672E-11	2.07005E-10	-0.73084	1.38943E-11	7.52945E-11
1.2969	-1.23025	3.83395E-11	2.07372E-10	-0.73025	1.38989E-11	7.535E-11
1.29707	-1.23025	3.83011E-11	2.07343E-10	-0.73025	1.39035E-11	7.54051E-11
1.29724	-1.22967	3.8373E-11	2.07707E-10	-0.72966	1.39081E-11	7.54605E-11
1.2974	-1.22966	3.83348E-11	2.07678E-10	-0.72967	1.39127E-11	7.55155E-11
1.29757	-1.22909	3.84064E-11	2.0804E-10	-0.72908	1.39174E-11	7.55709E-11
1.29774	-1.22908	3.83684E-11	2.08009E-10	-0.72909	1.39221E-11	7.56258E-11
1.2979	-1.2285	3.84397E-11	2.08369E-10	-0.7285	1.39268E-11	7.56811E-11
1.29807	-1.2285	3.84018E-11	2.08337E-10	-0.7285	1.39315E-11	7.5736E-11
1.29824	-1.22792	3.84728E-11	2.08696E-10	-0.72791	1.39363E-11	7.57913E-11
1.2984	-1.22791	3.84351E-11	2.08662E-10	-0.72792	1.39411E-11	7.58461E-11
1.29857	-1.22734	3.85057E-11	2.0902E-10	-0.72733	1.39459E-11	7.59013E-11
1.29874	-1.22733	3.84683E-11	2.08986E-10	-0.72734	1.39507E-11	7.5956E-11
1.2989	-1.22675	3.85385E-11	2.09343E-10	-0.72675	1.39556E-11	7.60112E-11
1.29907	-1.22675	3.85013E-11	2.09307E-10	-0.72675	1.39604E-11	7.60659E-11
1.29924	-1.22617	3.85711E-11	2.09663E-10	-0.72616	1.39653E-11	7.6121E-11
1.2994	-1.22616	3.85343E-11	2.09626E-10	-0.72617	1.39702E-11	7.61756E-11
1.29957	-1.22559	3.86037E-11	2.09981E-10	-0.72558	1.39752E-11	7.62306E-11
1.29974	-1.22558	3.8567E-11	2.09941E-10	-0.72559	1.39801E-11	7.62852E-11
1.2999	-1.225	3.8636E-11	2.10295E-10	-0.725	1.39851E-11	7.63401E-11
1.30007	-1.225	3.85997E-11	2.10253E-10	-0.725	1.39901E-11	7.63946E-11
1.30024	-1.22442	3.86683E-11	2.10607E-10	-0.72441	1.39951E-11	7.64494E-11
1.3004	-1.22441	3.86322E-11	2.10562E-10	-0.72442	1.40001E-11	7.65038E-11
1.30057	-1.22384	3.87004E-11	2.10916E-10	-0.72383	1.40052E-11	7.65586E-11
1.30074	-1.22383	3.86646E-11	2.1087E-10	-0.72384	1.40102E-11	7.66129E-11
1.3009	-1.22325	3.87324E-11	2.11223E-10	-0.72325	1.40154E-11	7.66676E-11
1.30107	-1.22325	3.86969E-11	2.11174E-10	-0.72325	1.40204E-11	7.67219E-11
1.30124	-1.22267	3.87642E-11	2.11527E-10	-0.72266	1.40256E-11	7.67765E-11
1.3014	-1.22266	3.8729E-11	2.11477E-10	-0.72267	1.40307E-11	7.68306E-11
1.30157	-1.22209	3.87959E-11	2.1183E-10	-0.72208	1.40359E-11	7.68851E-11
1.30174	-1.22208	3.8761E-11	2.11777E-10	-0.72209	1.40411E-11	7.69392E-11
1.3019	-1.2215	3.88274E-11	2.1213E-10	-0.7215	1.40464E-11	7.69936E-11
1.30207	-1.2215	3.87928E-11	2.12075E-10	-0.7215	1.40515E-11	7.70476E-11
1.30224	-1.22092	3.88588E-11	2.12426E-10	-0.72091	1.40568E-11	7.71019E-11
1.3024	-1.22091	3.88245E-11	2.12369E-10	-0.72092	1.40621E-11	7.71558E-11
1.30257	-1.22034	3.88901E-11	2.12718E-10	-0.72033	1.40674E-11	7.72101E-11
1.30274	-1.22033	3.88561E-11	2.12659E-10	-0.72034	1.40726E-11	7.72639E-11
1.3029	-1.21975	3.89212E-11	2.13007E-10	-0.71975	1.4078E-11	7.73181E-11
1.30307	-1.21975	3.88875E-11	2.12946E-10	-0.71975	1.40833E-11	7.73718E-11
1.30324	-1.21917	3.89521E-11	2.13292E-10	-0.71916	1.40887E-11	7.74259E-11
1.3034	-1.21916	3.89187E-11	2.13229E-10	-0.71917	1.4094E-11	7.74795E-11
1.30357	-1.21859	3.89829E-11	2.13574E-10	-0.71858	1.40994E-11	7.75335E-11
1.30374	-1.21858	3.89498E-11	2.13509E-10	-0.71859	1.41048E-11	7.75871E-11
1.3039	-1.218	3.90135E-11	2.13853E-10	-0.718	1.41103E-11	7.7641E-11
1.30407	-1.218	3.89806E-11	2.13786E-10	-0.718	1.41157E-11	7.76945E-11
1.30424	-1.21742	3.90439E-11	2.14128E-10	-0.71741	1.41212E-11	7.77483E-11
1.3044	-1.21741	3.90113E-11	2.14059E-10	-0.71742	1.41266E-11	7.78017E-11
1.30457	-1.21684	3.90741E-11	2.144E-10	-0.71683	1.41321E-11	7.78555E-11
1.30474	-1.21683	3.90418E-11	2.14326E-10	-0.71684	1.41376E-11	7.79088E-11
1.3049	-1.21625	3.91041E-11	2.14666E-10	-0.71625	1.41431E-11	7.79625E-11
1.30507	-1.21625	3.9072E-11	2.14588E-10	-0.71625	1.41486E-11	7.80157E-11
1.30524	-1.21567	3.91339E-11	2.14926E-10	-0.71566	1.41542E-11	7.80693E-11
1.3054	-1.21566	3.9102E-11	2.14845E-10	-0.71567	1.41597E-11	7.81225E-11
1.30557	-1.21509	3.91635E-11	2.15182E-10	-0.71508	1.41653E-11	7.8176E-11
1.30574	-1.21508	3.91318E-11	2.15097E-10	-0.71509	1.41708E-11	7.82291E-11
1.3059	-1.2145	3.91928E-11	2.15434E-10	-0.7145	1.41765E-11	7.82825E-11
1.30607	-1.2145	3.91614E-11	2.15345E-10	-0.7145	1.4182E-11	7.83355E-11
1.30624	-1.21392	3.92219E-11	2.15681E-10	-0.71391	1.41877E-11	7.83889E-11
1.3064	-1.21391	3.91906E-11	2.15589E-10	-0.71392	1.41933E-11	7.84418E-11
1.30657	-1.21334	3.92508E-11	2.15924E-10	-0.71333	1.4199E-11	7.84951E-11
1.30674	-1.21333	3.92196E-11	2.15828E-10	-0.71334	1.42046E-11	7.8548E-11
1.3069	-1.21275	3.92793E-11	2.16163E-10	-0.71275	1.42103E-11	7.86012E-11
1.30707	-1.21275	3.92483E-11	2.16064E-10	-0.71275	1.4216E-11	7.86539E-11
1.30724	-1.21217	3.93076E-11	2.16398E-10	-0.71216	1.42217E-11	7.8707E-11
1.3074	-1.21216	3.92767E-11	2.16295E-10	-0.71217	1.42273E-11	7.87597E-11
1.30757	-1.21159	3.93355E-11	2.16628E-10	-0.71158	1.42331E-11	7.88128E-11
1.30774	-1.21158	3.93048E-11	2.16523E-10	-0.71159	1.42388E-11	7.88653E-11
1.3079	-1.211	3.93632E-11	2.16854E-10	-0.711	1.42446E-11	7.89183E-11
1.30807	-1.211	3.93325E-11	2.16747E-10	-0.711	1.42503E-11	7.89708E-11
1.30824	-1.21042	3.93906E-11	2.17078E-10	-0.71041	1.42561E-11	7.90237E-11
1.3084	-1.21041	3.93599E-11	2.16969E-10	-0.71042	1.42618E-11	7.90761E-11
1.30857	-1.20984	3.94176E-11	2.17299E-10	-0.70983	1.42676E-11	7.91288E-11
1.30874	-1.20983	3.9387E-11	2.17188E-10	-0.70984	1.42734E-11	7.91811E-11
1.3089	-1.20925	3.94442E-11	2.17517E-10	-0.70925	1.42792E-11	7.92338E-11
1.30907	-1.20925	3.94137E-11	2.17404E-10	-0.70925	1.4285E-11	7.9286E-11
1.30924	-1.20867	3.94706E-11	2.17732E-10	-0.70866	1.42908E-11	7.93386E-11
1.3094	-1.20866	3.944E-11	2.17614E-10	-0.70867	1.42966E-11	7.93908E-11
1.30957	-1.20809	3.94965E-11	2.17941E-10	-0.70808	1.43025E-11	7.94433E-11
1.30974	-1.20808	3.9466E-11	2.17818E-10	-0.70809	1.43083E-11	7.94953E-11
1.3099	-1.2075	3.95221E-11	2.18143E-10	-0.7075	1.43142E-11	7.95477E-11
1.31007	-1.2075	3.94916E-11	2.18016E-10	-0.7075	1.432E-11	7.95996E-11
1.31024	-1.20692	3.95473E-11	2.18339E-10	-0.70691	1.43259E-11	7.96519E-11
1.3104	-1.20691	3.95167E-11	2.18208E-10	-0.70692	1.43317E-11	7.97037E-11
1.31057	-1.20634	3.95722E-11	2.18529E-10	-0.70633	1.43376E-11	7.97559E-11
1.31074	-1.20633	3.95415E-11	2.18393E-10	-0.70634	1.43435E-11	7.98076E-11
1.3109	-1.20575	3.95966E-11	2.18713E-10	-0.70575	1.43494E-11	7.98597E-11
1.31107	-1.20575	3.95659E-11	2.18573E-10	-0.70575	1.43553E-11	7.99113E-11
1.31124	-1.20517	3.96207E-11	2.18891E-10	-0.70516	1.43612E-11	7.99632E-11
1.3114	-1.20516	3.95899E-11	2.18748E-10	-0.70517	1.43671E-11	8.00147E-11
1.31157	-1.20459	3.96443E-11	2.19063E-10	-0.70458	1.43731E-11	8.00666E-11
1.31174	-1.20458	3.96134E-11	2.18916E-10	-0.70459	1.4379E-11	8.0118E-11
1.3119	-1.204	3.96676E-11	2.1923E-10	-0.704	1.4385E-11	8.01697E-11
1.31207	-1.204	3.96366E-11	2.1908E-10	-0.704	1.43909E-11	8.0221E-11
1.31224	-1.20342	3.96905E-11	2.19392E-10	-0.70341	1.43969E-11	8.02726E-11
1.3124	-1.20341	3.96593E-11	2.19238E-10	-0.70342	1.44028E-11	8.03238E-11
1.31257	-1.20284	3.9713E-11	2.19549E-10	-0.70283	1.44088E-11	8.03753E-11
1.31274	-1.20283	3.96816E-11	2.19392E-10	-0.70284	1.44147E-11	8.04263E-11
1.3129	-1.20225	3.97351E-11	2.19701E-10	-0.70225	1.44208E-11	8.04777E-11
1.31307	-1.20225	3.97036E-11	2.1954E-10	-0.70225	1.44267E-11	8.05286E-11
1.31324	-1.20167	3.97568E-11	2.19847E-10	-0.70166	1.44327E-11	8.05799E-11
1.3134	-1.20166	3.97251E-11	2.19683E-10	-0.70167	1.44387E-11	8.06307E-11
1.31357	-1.20109	3.97782E-11	2.19988E-10	-0.70108	1.44448E-11	8.06819E-11
1.31374	-1.20108	3.97463E-11	2.19821E-10	-0.70109	1.44507E-11	8.07326E-11
1.3139	-1.2005	3.97991E-11	2.20125E-10	-0.7005	1.44568E-11	8.07836E-11
1.31407	-1.2005	3.97671E-11	2.19955E-10	-0.7005	1.44628E-11	8.08341E-11
1.31424	-1.19992	3.98198E-11	2.20259E-10	-0.69991	1.44689E-11	8.08851E-11
1.3144	-1.19991	3.97875E-11	2.20086E-10	-0.69992	1.44749E-11	8.09355E-11
1.31457	-1.19934	3.984E-11	2.20387E-10	-0.69933	1.4481E-11	8.09863E-11
1.31474	-1.19933	3.98075E-11	2.20211E-10	-0.69934	1.4487E-11	8.10365E-11
1.3149	-1.19875	3.986E-11	2.20512E-10	-0.69875	1.44931E-11	8.10872E-11
1.31507	-1.19875	3.98273E-11	2.20332E-10	-0.69875	1.44991E-11	8.11373E-11
1.31524	-1.19817	3.98796E-11	2.20631E-10	-0.69816	1.45053E-11	8.11878E-11
1.3154	-1.19816	3.98467E-11	2.20449E-10	-0.69817	1.45113E-11	8.12377E-11
1.31557	-1.19759	3.98989E-11	2.20747E-10	-0.69758	1.45174E-11	8.1288E-11
1.31574	-1.19758	3.98658E-11	2.20563E-10	-0.69759	1.45235E-11	8.13378E-11
1.3159	-1.197	3.9918E-11	2.20859E-10	-0.697	1.45296E-11	8.1388E-11
1.31607	-1.197	3.98846E-11	2.20676E-10	-0.697	1.45357E-11	8.14376E-11
1.31624	-1.19642	3.99367E-11	2.20971E-10	-0.69641	1.45419E-11	8.14876E-11
1.3164	-1.19641	3.99032E-11	2.20788E-10	-0.69642	1.4548E-11	8.1537E-11
1.31657	-1.19584	3.99553E-11	2.21083E-10	-0.69583	1.45542E-11	8.15868E-11
1.31674	-1.19583	3.99215E-11	2.20901E-10	-0.69584	1.45603E-11	8.16361E-11
1.3169	-1.19525	3.99736E-11	2.21195E-10	-0.69525	1.45665E-11	8.16857E-11
1.31707	-1.19525	3.99396E-11	2.21014E-10	-0.69525	1.45726E-11	8.17347E-11
1.31724	-1.19467	3.99917E-11	2.21307E-10	-0.69466	1.45788E-11	8.17842E-11
1.3174	-1.19466	3.99575E-11	2.21127E-10	-0.69467	1.45849E-11	8.1833E-11
1.31757	-1.19409	4.00096E-11	2.21419E-10	-0.69408	1.45911E-11	8.18822E-11
1.31774	-1.19408	3.99752E-11	2.2124E-10	-0.69409	1.45973E-11	8.19309E-11
1.3179	-1.1935	4.00274E-11	2.21531E-10	-0.6935	1.46035E-11	8.19799E-11
1.31807	-1.1935	3.99927E-11	2.21353E-10	-0.6935	1.46097E-11	8.20284E-11
1.31824	-1.19292	4.0045E-11	2.21645E-10	-0.69291	1.46159E-11	8.20773E-11
1.3184	-1.19291	4.00102E-11	2.21467E-10	-0.69292	1.46221E-11	8.21255E-11
1.31857	-1.19234	4.00625E-11	2.2176E-10	-0.69233	1.46284E-11	8.21742E-11
1.31874	-1.19233	4.00275E-11	2.21583E-10	-0.69234	1.46346E-11	8.22223E-11
1.3189	-1.19175	4.00799E-11	2.21876E-10	-0.69175	1.46409E-11	8.22707E-11
1.31907	-1.19175	4.00448E-11	2.21699E-10	-0.69175	1.46471E-11	8.23187E-11
1.31924	-1.19117	4.00973E-11	2.21994E-10	-0.69116	1.46534E-11	8.23669E-11
1.3194	-1.19116	4.0062E-11	2.21817E-10	-0.69117	1.46596E-11	8.24147E-11
1.31957	-1.19059	4.01147E-11	2.22112E-10	-0.69058	1.46659E-11	8.24628E-11
1.31974	-1.19058	4.00792E-11	2.21936E-10	-0.69059	1.46722E-11	8.25103E-11
1.3199	-1.19	4.0132E-11	2.22231E-10	-0.69	1.46785E-11	8.25583E-11
1.32007	-1.19	4.00964E-11	2.22054E-10	-0.69	1.46848E-11	8.26056E-11
1.32024	-1.18942	4.01494E-11	2.22351E-10	-0.68941	1.46911E-11	8.26534E-11
1.3204	-1.18941	4.01137E-11	2.22175E-10	-0.68942	1.46974E-11	8.27006E-11
1.32057	-1.18884	4.01668E-11	2.22473E-10	-0.68883	1.47038E-11	8.27482E-11
1.32074	-1.18883	4.0131E-11	2.22295E-10	-0.68884	1.47101E-11	8.27953E-11
1.3209	-1.18825	4.01843E-11	2.22596E-10	-0.68825	1.47165E-11	8.28427E-11
1.32107	-1.18825	4.01484E-11	2.22416E-10	-0.68825	1.47228E-11	8.28896E-11
1.32124	-1.18767	4.02019E-11	2.22718E-10	-0.68766	1.47292E-11	8.29369E-11
1.3214	-1.18766	4.01659E-11	2.22536E-10	-0.68767	1.47355E-11	8.29836E-11
1.32157	-1.18709	4.02195E-11	2.22839E-10	-0.68708	1.47419E-11	8.30307E-11
1.32174	-1.18708	4.01835E-11	2.22656E-10	-0.68709	1.47483E-11	8.30773E-11
1.3219	-1.1865	4.02374E-11	2.22961E-10	-0.6865	1.47547E-11	8.31242E-11
1.32207	-1.1865	4.02012E-11	2.22775E-10	-0.6865	1.47611E-11	8.31706E-11
1.32224	-1.18592	4.02553E-11	2.23083E-10	-0.68591	1.47676E-11	8.32174E-11
1.3224	-1.18591	4.02192E-11	2.22894E-10	-0.68592	1.47739E-11	8.32636E-11
1.32257	-1.18534	4.02735E-11	2.23204E-10	-0.68533	1.47804E-11	8.33102E-11
